ID_YPS,SPP,GENUS,SPECIES,FAMILY,LIANA,FOREST
ANHIRTAM1,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
ANHIRTAM2,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
ANHIRTAM3,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
ANHIRTAM4,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
ANHIRTAM5,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
ANHIRTAM6,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,ANAM
OLHIRTTR1,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
OLHIRTTR2,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
OLHIRTTR3,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
OLHIRTTR4,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
OLHIRTTR5,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
OLHIRTTR6,HIRTTR,Hirtella,triandra,Chrysobalanaceae,0,Oleoducto
SRLICAHY1,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAHY2,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAHY3,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAHY4,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAHY5,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAHY6,LICAHY,Licania,hypoleuca,Chrysobalanaceae,0,Santa Rita
SRLICAAF1,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRLICAAF2,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRLICAAF3,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRLICAAF4,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRLICAAF5,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRLICAAF6,LICAAF,Licania,affinis,Chrysobalanaceae,0,Santa Rita
SRHIRTRA1,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SRHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SRHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SRHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SRHIRTRA5,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SRHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Santa Rita
SHHIRTRA1,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
SHHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
SHHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
SHHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
SHHIRTRA5,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
SHHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Sherman
ANVISMMA1,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
ANVISMMA2,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
ANVISMMA3,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
ANVISMMA4,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
ANVISMMA5,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
ANVISMMA6,VISMMA,Vismia,macrophylla,Clusiaceae,0,ANAM
BVCALOLO1,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
BVCALOLO2,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
BVCALOLO3,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
BVCALOLO4,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
BVCALOLO5,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
BVCALOLO6,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Buena Vista
SRTOVOLO1,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRTOVOLO2,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRTOVOLO3,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRTOVOLO4,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRTOVOLO5,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRTOVOLO6,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Santa Rita
SRSYMPGL1,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRSYMPGL2,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRSYMPGL3,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRSYMPGL4,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRSYMPGL5,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRSYMPGL6,SYMPGL,Symphonia,globulifera,Clusiaceae,0,Santa Rita
SRTOVOST1,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SRTOVOST2,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SRTOVOST3,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SRTOVOST4,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SRTOVOST5,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SRTOVOST6,TOVOST,Tovomita,stylosa,Clusiaceae,0,Santa Rita
SHTOVOLO1,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOLO2,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOLO3,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOLO4,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOLO5,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOLO6,TOVOLO,Tovomita,longifolia,Clusiaceae,0,Sherman
SHTOVOST1,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHTOVOST2,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHTOVOST3,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHTOVOST4,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHTOVOST5,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHTOVOST6,TOVOST,Tovomita,stylosa,Clusiaceae,0,Sherman
SHCALOLO1,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
SHCALOLO2,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
SHCALOLO3,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
SHCALOLO4,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
SHCALOLO5,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
SHCALOLO6,CALOLO,Calophyllum,longifolium,Clusiaceae,0,Sherman
PPTERMOB1,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PPTERMOB2,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PPTERMOB3,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PPTERMOB4,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PPTERMOB5,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PPTERMOB6,TERMOB,Terminalia,oblonga,Combretaceae,0,Panama Pacifico
PMCOMBDE1,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PMCOMBDE2,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PMCOMBDE3,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PMCOMBDE4,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PMCOMBDE5,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PMCOMBDE6,COMBDE,Combretum,decandrum,Combretaceae,1,Metropolitano
PPCNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PPCNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PPCNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PPCNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PPCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PPCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Panama Pacifico
PMCNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
PMCNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
PMCNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
PMCNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
PMCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
PMCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Metropolitano
ANCONNPA1,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCONNPA2,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCONNPA3,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCONNPA4,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCONNPA5,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCONNPA6,CONNPA,Connarus,panamensis,Connaraceae,1,ANAM
ANCNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
ANCNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
ANCNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
ANCNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
ANCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
ANCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,ANAM
CHCNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
CHCNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
CHCNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
CHCNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
CHCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
CHCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Charco
BVCONNPA1,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCONNPA2,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCONNPA3,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCONNPA4,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCONNPA5,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCONNPA6,CONNPA,Connarus,panamensis,Connaraceae,1,Buena Vista
BVCNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BVCNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BVCNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BVCNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BVCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BVCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Buena Vista
BAR0033,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0053,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0063,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0099,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0101,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0125,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0127,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0183,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0199,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0201,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0204,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0216,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0226,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0242,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0246,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0253,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0254,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0258,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0259,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0263,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0284,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0294,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0295,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0315,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0322,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0327,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0328,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0329,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0336,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0343,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0366,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0374,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0375,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0391,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0418,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0424,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0433,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0463,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0468,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0470,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
BAR0500,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0501,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0539,CONNTU,Connarus,Connarus turczaninowii,Connaraceae,1,BAR
BAR0564,CNESRU,Cnestidium,Cnestidium rufescens,Connaraceae,1,BAR
PPMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Panama Pacifico
PPBONATR1,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PPBONATR2,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PPBONATR3,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PPBONATR4,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PPBONATR5,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PPBONATR6,BONATR,Bonamia,trichantha,Convolvulaceae,1,Panama Pacifico
PMBONATR1,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
PMBONATR2,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
PMBONATR3,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
PMBONATR4,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
PMBONATR5,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
PMBONATR6,BONATR,Bonamia,trichantha,Convolvulaceae,1,Metropolitano
ANMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
ANMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
ANMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
ANMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
ANMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
ANMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,ANAM
CHMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
CHMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
CHMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
CHMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
CHMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
CHMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Charco
OLMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
OLMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
OLMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
OLMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
OLMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
OLMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Oleoducto
BVMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
BVMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
BVMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
BVMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
BVMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
BVMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Buena Vista
SRMARILE1,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMARILE2,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMARILE3,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMARILE4,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMARILE5,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMARILE6,MARILE,Maripa,lewisii,Convolvulaceae,0,Santa Rita
SRMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SRMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SRMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SRMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SRMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SRMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Santa Rita
SHMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
SHMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
SHMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
SHMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
SHMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
SHMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Sherman
BAR0268,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0334,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0338,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0380,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0385,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0488,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0511,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0558,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0573,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
BAR0584,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,BAR
PEA0015,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0047,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0048,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0102,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0140,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0142,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0196,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0213,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0214,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0217,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0224,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0234,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0235,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0255,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0257,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0274,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0276,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0298,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0302,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0303,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0323,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0329,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0335,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0345,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0351,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0352,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0354,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
PEA0364,MAR2PA,Maripa,Maripa panamensis,Convolvulaceae,1,PEA
OLDICHGE1,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
OLDICHGE2,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
OLDICHGE3,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
OLDICHGE4,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
OLDICHGE5,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
OLDICHGE6,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Oleoducto
SRDICHGE1,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
SRDICHGE2,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
SRDICHGE3,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
SRDICHGE4,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
SRDICHGE5,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
SRDICHGE6,DICHGE,Dichapetalum,gentryi,Dichapetalaceae,0,Santa Rita
PPDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PPDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PPDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PPDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PPDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PPDOLIMA6,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Panama Pacifico
PMDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMDOLIMA6,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Metropolitano
PMTET1PO1,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
PMTET1PO2,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
PMTET1PO3,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
PMTET1PO4,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
PMTET1PO5,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
PMTET1PO6,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Metropolitano
ANDOLIDE1,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIDE2,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIDE3,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIDE4,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIDE5,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIDE6,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,ANAM
ANDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
ANDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
ANDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
ANDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
ANDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
ANDOLIMA6,DOLIMA,Doliocarpus,major,Dilleniaceae,1,ANAM
